Original_ID	ORF	GENENAME	COMMON	ENTREZID	Final_ID	Conversion_Method	Status
YLR225C	YLR225C	NA	NA	850922	YLR225C	ORF_unchanged	SUCCESS
YNL050C	YNL050C	NA	NA	855677	YNL050C	ORF_unchanged	SUCCESS
UBC8	YEL012W	UBC8	UBC8	856704	UBC8	GENENAME_found	SUCCESS
TPK3	YKL166C	TPK3	TPK3	853688	TPK3	GENENAME_found	SUCCESS
YOR283W	YOR283W	NA	NA	854457	YOR283W	ORF_unchanged	SUCCESS
ABF1	YKL112W	ABF1	ABF1	853748	ABF1	GENENAME_found	SUCCESS
PEP5	YMR231W	PEP5	PEP5	855271	PEP5	GENENAME_found	SUCCESS
RIO2	YNL207W	RIO2	RIO2	855514	RIO2	GENENAME_found	SUCCESS
ZNG1	NA	NA	NA	NA	ZNG1	MANUAL_LOOKUP	SUCCESS
MSF1	YPR047W	MSF1	MSF1	856160	MSF1	GENENAME_found	SUCCESS
RRP43	YCR035C	RRP43	RRP43	850401	RRP43	GENENAME_found	SUCCESS
PMT3	YOR321W	PMT3	PMT3	854499	PMT3	GENENAME_found	SUCCESS
MKK2	YPL140C	MKK2	MKK2	855963	MKK2	GENENAME_found	SUCCESS
AST2	YER101C	AST2	AST2	856838	AST2	GENENAME_found	SUCCESS
PRP19	YLL036C	PRP19	PRP19	850623	PRP19	GENENAME_found	SUCCESS
NAT5	YOR253W	NAT5	NAT5	854427	NAT5	GENENAME_found	SUCCESS
SMD3	YLR147C	SMD3	SMD3	850839	SMD3	GENENAME_found	SUCCESS
FAA3	YIL009W	FAA3	FAA3	854808	FAA3	GENENAME_found	SUCCESS
HCS1	YKL017C	HCS1	HCS1	853852	HCS1	GENENAME_found	SUCCESS
NYV1	YLR093C	NYV1	NYV1	850782	NYV1	GENENAME_found	SUCCESS
CKA2	YOR061W	CKA2	CKA2	854227	CKA2	GENENAME_found	SUCCESS
TMA22	YJR014W	TMA22	TMA22	853471	TMA22	GENENAME_found	SUCCESS
SAR1	YPL218W	SAR1	SAR1	855883	SAR1	GENENAME_found	SUCCESS
CSE2	YNR010W	CSE2	CSE2	855744	CSE2	GENENAME_found	SUCCESS
MUP1	YGR055W	MUP1	MUP1	852946	MUP1	GENENAME_found	SUCCESS
MSY1	YPL097W	MSY1	MSY1	856007	MSY1	GENENAME_found	SUCCESS
PPX1	YHR201C	PPX1	PPX1	856608	PPX1	GENENAME_found	SUCCESS
EAF1	YDR359C	EAF1	EAF1	851962	EAF1	GENENAME_found	SUCCESS
ARH1	YDR376W	ARH1	ARH1	851982	ARH1	GENENAME_found	SUCCESS
AIM6	YDL237W	AIM6	AIM6	851361	AIM6	GENENAME_found	SUCCESS
TIM11	YDR322C-A	TIM11	TIM11	851922	TIM11	GENENAME_found	SUCCESS
MNT3	YIL014W	MNT3	MNT3	854801	MNT3	GENENAME_found	SUCCESS
TCD2	YKL027W	TCD2	TCD2	853841	TCD2	GENENAME_found	SUCCESS
CCZ1	YBR131W	CCZ1	CCZ1	852428	CCZ1	GENENAME_found	SUCCESS
YIP4	YGL198W	YIP4	YIP4	852676	YIP4	GENENAME_found	SUCCESS
ROY1	YMR258C	ROY1	ROY1	855300	ROY1	GENENAME_found	SUCCESS
DAP1	YPL170W	DAP1	DAP1	855933	DAP1	GENENAME_found	SUCCESS
MAK11	YKL021C	MAK11	MAK11	853847	MAK11	GENENAME_found	SUCCESS
AIM24	YJR080C	AIM24	AIM24	853543	AIM24	GENENAME_found	SUCCESS
OTU1	YFL044C	OTU1	OTU1	850500	OTU1	GENENAME_found	SUCCESS
UTP22	YGR090W	UTP22	UTP22	852982	UTP22	GENENAME_found	SUCCESS
OSH6	YKR003W	OSH6	OSH6	853872	OSH6	GENENAME_found	SUCCESS
COX13	YGL191W	COX13	COX13	852684	COX13	GENENAME_found	SUCCESS
RCL1	YOL010W	RCL1	RCL1	854152	RCL1	GENENAME_found	SUCCESS
TSA1	YML028W	TSA1	TSA1	854980	TSA1	GENENAME_found	SUCCESS
TSA2	YDR453C	TSA2	TSA2	852064	TSA2	GENENAME_found	SUCCESS
RNH202	YDR279W	RNH202	RNH202	851873	RNH202	GENENAME_found	SUCCESS
VID27	YNL212W	VID27	VID27	855509	VID27	GENENAME_found	SUCCESS
RDL2	YOR286W	RDL2	RDL2	854460	RDL2	GENENAME_found	SUCCESS
PDC5	YLR134W	PDC5	PDC5	850825	PDC5	GENENAME_found	SUCCESS
CPR6	YLR216C	CPR6	CPR6	850914	CPR6	GENENAME_found	SUCCESS
VSB1	NA	NA	NA	NA	VSB1	MANUAL_LOOKUP	SUCCESS
SNU114	YKL173W	SNU114	SNU114	853681	SNU114	GENENAME_found	SUCCESS
ELP4	YPL101W	ELP4	ELP4	856002	ELP4	GENENAME_found	SUCCESS
HEL2	YDR266C	HEL2	HEL2	851859	HEL2	GENENAME_found	SUCCESS
PDR16	YNL231C	PDR16	PDR16	855490	PDR16	GENENAME_found	SUCCESS
ALG13	YGL047W	ALG13	ALG13	852835	ALG13	GENENAME_found	SUCCESS
RPN5	YDL147W	RPN5	RPN5	851408	RPN5	GENENAME_found	SUCCESS
UTP9	YHR196W	UTP9	UTP9	856603	UTP9	GENENAME_found	SUCCESS
RTG1	YOL067C	RTG1	RTG1	854087	RTG1	GENENAME_found	SUCCESS
RPC53	YDL150W	RPC53	RPC53	851404	RPC53	GENENAME_found	SUCCESS
RPS6A;RPS6B	NA	NA	NA	NA	RPS6A;RPS6B	COMPOSITE_SUCCESS	SUCCESS
ATP16	YDL004W	ATP16	ATP16	851560	ATP16	GENENAME_found	SUCCESS
REX2	YLR059C	REX2	REX2	850748	REX2	GENENAME_found	SUCCESS
AIM23	YJL131C	AIM23	AIM23	853310	AIM23	GENENAME_found	SUCCESS
TPM2	YIL138C	TPM2	TPM2	854668	TPM2	GENENAME_found	SUCCESS
SOK2	YMR016C	SOK2	SOK2	855030	SOK2	GENENAME_found	SUCCESS
SIP2	YGL208W	SIP2	SIP2	852664	SIP2	GENENAME_found	SUCCESS
NOB1	YOR056C	NOB1	NOB1	854221	NOB1	GENENAME_found	SUCCESS
MKS1	YNL076W	MKS1	MKS1	855648	MKS1	GENENAME_found	SUCCESS
SAF1	YBR280C	SAF1	SAF1	852583	SAF1	GENENAME_found	SUCCESS
AST1	YBL069W	AST1	AST1	852209	AST1	GENENAME_found	SUCCESS
YOR131C	YOR131C	NA	NA	854299	YOR131C	ORF_unchanged	SUCCESS
RAD4	YER162C	RAD4	RAD4	856909	RAD4	GENENAME_found	SUCCESS
BNA1	YJR025C	BNA1	BNA1	853482	BNA1	GENENAME_found	SUCCESS
LSM7	YNL147W	LSM7	LSM7	855575	LSM7	GENENAME_found	SUCCESS
AFG3	YER017C	AFG3	AFG3	856737	AFG3	GENENAME_found	SUCCESS
GTB1	YDR221W	GTB1	GTB1	851807	GTB1	GENENAME_found	SUCCESS
FMN1	YDR236C	FMN1	FMN1	851822	FMN1	GENENAME_found	SUCCESS
PAM18	YLR008C	PAM18	PAM18	850694	PAM18	GENENAME_found	SUCCESS
FMP46	YKR049C	FMP46	FMP46	853923	FMP46	GENENAME_found	SUCCESS
SUB1	YMR039C	SUB1	SUB1	855055	SUB1	GENENAME_found	SUCCESS
DTD1	YDL219W	DTD1	DTD1	851307	DTD1	GENENAME_found	SUCCESS
RPL6B	YLR448W	RPL6B	RPL6B	851169	RPL6B	GENENAME_found	SUCCESS
UTH1	YKR042W	UTH1	UTH1	853916	UTH1	GENENAME_found	SUCCESS
GDH2	YDL215C	GDH2	GDH2	851311	GDH2	GENENAME_found	SUCCESS
SPT8	YLR055C	SPT8	SPT8	850744	SPT8	GENENAME_found	SUCCESS
IMA3;IMA4	NA	NA	NA	NA	IMA3;IMA4	COMPOSITE_SUCCESS	SUCCESS
RIM2	YBR192W	RIM2	RIM2	852491	RIM2	GENENAME_found	SUCCESS
TAH1	YCR060W	TAH1	TAH1	850424	TAH1	GENENAME_found	SUCCESS
APM3	YBR288C	APM3	APM3	852591	APM3	GENENAME_found	SUCCESS
SAP1	YER047C	SAP1	SAP1	856771	SAP1	GENENAME_found	SUCCESS
SCO1	YBR037C	SCO1	SCO1	852325	SCO1	GENENAME_found	SUCCESS
GCR2	YNL199C	GCR2	GCR2	855522	GCR2	GENENAME_found	SUCCESS
PPN1	YDR452W	PPN1	PPN1	852063	PPN1	GENENAME_found	SUCCESS
RPL23A;RPL23B	NA	NA	NA	NA	RPL23A;RPL23B	COMPOSITE_SUCCESS	SUCCESS
RPS31	YLR167W	RPS31	RPS31	850864	RPS31	GENENAME_found	SUCCESS
NOP15	YNL110C	NOP15	NOP15	855613	NOP15	GENENAME_found	SUCCESS
RPN1	YHR027C	RPN1	RPN1	856422	RPN1	GENENAME_found	SUCCESS
PAP1	YKR002W	PAP1	PAP1	853871	PAP1	GENENAME_found	SUCCESS
BUD7	YOR299W	BUD7	BUD7	854475	BUD7	GENENAME_found	SUCCESS
YMR106W-A	NA	NA	NA	NA	YMR106W-A	SPECIAL_ORF_NOT_IN_DB	SUCCESS
RRP7	YCL031C	RRP7	RRP7	850326	RRP7	GENENAME_found	SUCCESS
ERP4	YOR016C	ERP4	ERP4	854181	ERP4	GENENAME_found	SUCCESS
YLR179C	YLR179C	NA	NA	850876	YLR179C	ORF_unchanged	SUCCESS
MRPL15	YLR312W-A	MRPL15	MRPL15	851022	MRPL15	GENENAME_found	SUCCESS
VTC4	YJL012C	VTC4	VTC4	853441	VTC4	GENENAME_found	SUCCESS
LHP1	YDL051W	LHP1	LHP1	851509	LHP1	GENENAME_found	SUCCESS
YOR289W	YOR289W	NA	NA	854463	YOR289W	ORF_unchanged	SUCCESS
YRB1	YDR002W	YRB1	YRB1	851565	YRB1	GENENAME_found	SUCCESS
MPS3	YJL019W	MPS3	MPS3	853434	MPS3	GENENAME_found	SUCCESS
BUD21	YOR078W	BUD21	BUD21	854245	BUD21	GENENAME_found	SUCCESS
MDM35	YKL053C-A	MDM35	MDM35	853812	MDM35	GENENAME_found	SUCCESS
TMA23	YMR269W	TMA23	TMA23	855311	TMA23	GENENAME_found	SUCCESS
DIG2	YDR480W	DIG2	DIG2	852091	DIG2	GENENAME_found	SUCCESS
CAF20	YOR276W	CAF20	CAF20	854450	CAF20	GENENAME_found	SUCCESS
YBR071W	YBR071W	NA	NA	852363	YBR071W	ORF_unchanged	SUCCESS
DGK1	YOR311C	DGK1	DGK1	854488	DGK1	GENENAME_found	SUCCESS
JIP5	YPR169W	JIP5	JIP5	856298	JIP5	GENENAME_found	SUCCESS
YGR237C	YGR237C	NA	NA	853152	YGR237C	ORF_unchanged	SUCCESS
HRK1	YOR267C	HRK1	HRK1	854441	HRK1	GENENAME_found	SUCCESS
SDH8	YBR269C	SDH8	SDH8	852572	SDH8	GENENAME_found	SUCCESS
YBL028C	YBL028C	NA	NA	852253	YBL028C	ORF_unchanged	SUCCESS
SNF2	YOR290C	SNF2	SNF2	854465	SNF2	GENENAME_found	SUCCESS
MIC26	YGR235C	MIC26	MIC26	853150	MIC26	GENENAME_found	SUCCESS
INA22	YIR024C	INA22	INA22	854842	INA22	GENENAME_found	SUCCESS
EAP1	YKL204W	EAP1	EAP1	853631	EAP1	GENENAME_found	SUCCESS
PRP2	YNR011C	PRP2	PRP2	855745	PRP2	GENENAME_found	SUCCESS
PEX30	YLR324W	PEX30	PEX30	851034	PEX30	GENENAME_found	SUCCESS
YND1	YER005W	YND1	YND1	856722	YND1	GENENAME_found	SUCCESS
VPS9	YML097C	VPS9	VPS9	854876	VPS9	GENENAME_found	SUCCESS
CEG1	YGL130W	CEG1	CEG1	852747	CEG1	GENENAME_found	SUCCESS
SNT1	YCR033W	SNT1	SNT1	850399	SNT1	GENENAME_found	SUCCESS
NFU1	YKL040C	NFU1	NFU1	853826	NFU1	GENENAME_found	SUCCESS
TFB3	YDR460W	TFB3	TFB3	852071	TFB3	GENENAME_found	SUCCESS
CAB2	YIL083C	CAB2	CAB2	854726	CAB2	GENENAME_found	SUCCESS
DOT5	YIL010W	DOT5	DOT5	854805	DOT5	GENENAME_found	SUCCESS
ASK10	YGR097W	ASK10	ASK10	852989	ASK10	GENENAME_found	SUCCESS
TMA16	YOR252W	TMA16	TMA16	854426	TMA16	GENENAME_found	SUCCESS
SMM1	YNR015W	SMM1	SMM1	855749	SMM1	GENENAME_found	SUCCESS
MRN1	YPL184C	MRN1	MRN1	855917	MRN1	GENENAME_found	SUCCESS
PSD1	YNL169C	PSD1	PSD1	855552	PSD1	GENENAME_found	SUCCESS
MIX23	YBL107C	MIX23	MIX23	852167	MIX23	GENENAME_found	SUCCESS
MRP21	YBL090W	MRP21	MRP21	852188	MRP21	GENENAME_found	SUCCESS
MAG2	YLR427W	MAG2	MAG2	851147	MAG2	GENENAME_found	SUCCESS
DAD1	YDR016C	DAD1	DAD1	851579	DAD1	GENENAME_found	SUCCESS
MKT1	YNL085W	MKT1	MKT1	855639	MKT1	GENENAME_found	SUCCESS
SPE2	YOL052C	SPE2	SPE2	854105	SPE2	GENENAME_found	SUCCESS
RTT107	YHR154W	RTT107	RTT107	856559	RTT107	GENENAME_found	SUCCESS
NST1	YNL091W	NST1	NST1	855633	NST1	GENENAME_found	SUCCESS
PRP39	YML046W	PRP39	PRP39	854960	PRP39	GENENAME_found	SUCCESS
YLR257W	YLR257W	NA	NA	850961	YLR257W	ORF_unchanged	SUCCESS
CTK1	YKL139W	CTK1	CTK1	853718	CTK1	GENENAME_found	SUCCESS
FCY1	YPR062W	FCY1	FCY1	856175	FCY1	GENENAME_found	SUCCESS
YSC84	YHR016C	YSC84	YSC84	856409	YSC84	GENENAME_found	SUCCESS
YLR460C	YLR460C	NA	NA	851182	YLR460C	ORF_unchanged	SUCCESS
PFF1	YBR074W	PFF1	PFF1	852366	PFF1	GENENAME_found	SUCCESS
UGA2	YBR006W	UGA2	UGA2	852291	UGA2	GENENAME_found	SUCCESS
SSS1	YDR086C	SSS1	SSS1	851659	SSS1	GENENAME_found	SUCCESS
SEC12	YNR026C	SEC12	SEC12	855760	SEC12	GENENAME_found	SUCCESS
YCR043C	YCR043C	NA	NA	850410	YCR043C	ORF_unchanged	SUCCESS
GCG1	YER163C	GCG1	GCG1	856910	GCG1	GENENAME_found	SUCCESS
TMN2	YDR107C	TMN2	TMN2	851685	TMN2	GENENAME_found	SUCCESS
TFC1	YBR123C	TFC1	TFC1	852421	TFC1	GENENAME_found	SUCCESS
SIF2	YBR103W	SIF2	SIF2	852399	SIF2	GENENAME_found	SUCCESS
PEA2	YER149C	PEA2	PEA2	856892	PEA2	GENENAME_found	SUCCESS
SAM50	YNL026W	SAM50	SAM50	855705	SAM50	GENENAME_found	SUCCESS
YMR102C	YMR102C	NA	NA	855128	YMR102C	ORF_unchanged	SUCCESS
GPD2	YOL059W	GPD2	GPD2	854095	GPD2	GENENAME_found	SUCCESS
HHT1	YBR010W	HHT1	HHT1	852295	HHT1	GENENAME_found	SUCCESS
SMB1	YER029C	SMB1	SMB1	856751	SMB1	GENENAME_found	SUCCESS
SOK1	YDR006C	SOK1	SOK1	851569	SOK1	GENENAME_found	SUCCESS
LYP1	YNL268W	LYP1	LYP1	855453	LYP1	GENENAME_found	SUCCESS
YML108W	YML108W	NA	NA	854863	YML108W	ORF_unchanged	SUCCESS
SBE22	YHR103W	SBE22	SBE22	856503	SBE22	GENENAME_found	SUCCESS
RAI1	YGL246C	RAI1	RAI1	852646	RAI1	GENENAME_found	SUCCESS
GDA1	YEL042W	GDA1	GDA1	856669	GDA1	GENENAME_found	SUCCESS
SRN2	YLR119W	SRN2	SRN2	850810	SRN2	GENENAME_found	SUCCESS
ERO1	YML130C	ERO1	ERO1	854909	ERO1	GENENAME_found	SUCCESS
END3	YNL084C	END3	END3	855640	END3	GENENAME_found	SUCCESS
YGK1	NA	NA	NA	NA	YGK1	MANUAL_LOOKUP	SUCCESS
VAC7	YNL054W	VAC7	VAC7	855673	VAC7	GENENAME_found	SUCCESS
PDP3	YLR455W	PDP3	PDP3	851177	PDP3	GENENAME_found	SUCCESS
SDH5	YOL071W	SDH5	SDH5	854083	SDH5	GENENAME_found	SUCCESS
SHG1	YBR258C	SHG1	SHG1	852561	SHG1	GENENAME_found	SUCCESS
TAF14	YPL129W	TAF14	TAF14	855974	TAF14	GENENAME_found	SUCCESS
MDJ1	YFL016C	MDJ1	MDJ1	850530	MDJ1	GENENAME_found	SUCCESS
SEC65	YML105C	SEC65	SEC65	854866	SEC65	GENENAME_found	SUCCESS
SMY1	YKL079W	SMY1	SMY1	853783	SMY1	GENENAME_found	SUCCESS
MED11	YMR112C	MED11	MED11	855139	MED11	GENENAME_found	SUCCESS
VID30	YGL227W	VID30	VID30	852624	VID30	GENENAME_found	SUCCESS
SNX3	YOR357C	SNX3	SNX3	854539	SNX3	GENENAME_found	SUCCESS
ORC2	YBR060C	ORC2	ORC2	852352	ORC2	GENENAME_found	SUCCESS
SNF12	YNR023W	SNF12	SNF12	855757	SNF12	GENENAME_found	SUCCESS
TRM10	YOL093W	TRM10	TRM10	854060	TRM10	GENENAME_found	SUCCESS
YDL144C	YDL144C	NA	NA	851411	YDL144C	ORF_unchanged	SUCCESS
GAT1	YFL021W	GAT1	GAT1	850523	GAT1	GENENAME_found	SUCCESS
NKP1	YDR383C	NKP1	NKP1	851991	NKP1	GENENAME_found	SUCCESS
YMR114C	YMR114C	NA	NA	855141	YMR114C	ORF_unchanged	SUCCESS
SSF1	YHR066W	SSF1	SSF1	856463	SSF1	GENENAME_found	SUCCESS
AHP1	YLR109W	AHP1	AHP1	850799	AHP1	GENENAME_found	SUCCESS
PBI2	YNL015W	PBI2	PBI2	855717	PBI2	GENENAME_found	SUCCESS
RPS20	YHL015W	RPS20	RPS20	856371	RPS20	GENENAME_found	SUCCESS
RPC31	YNL151C	RPC31	RPC31	855571	RPC31	GENENAME_found	SUCCESS
TFC7	YOR110W	TFC7	TFC7	854277	TFC7	GENENAME_found	SUCCESS
DBP8	YHR169W	DBP8	DBP8	856574	DBP8	GENENAME_found	SUCCESS
SEC66	YBR171W	SEC66	SEC66	852469	SEC66	GENENAME_found	SUCCESS
RLP24	YLR009W	RLP24	RLP24	850695	RLP24	GENENAME_found	SUCCESS
VPS20	YMR077C	VPS20	VPS20	855101	VPS20	GENENAME_found	SUCCESS
TPM1	YNL079C	TPM1	TPM1	855645	TPM1	GENENAME_found	SUCCESS
HYR1	YIR037W	HYR1	HYR1	854855	HYR1	GENENAME_found	SUCCESS
STB3	YDR169C	STB3	STB3	851747	STB3	GENENAME_found	SUCCESS
IFA38	YBR159W	IFA38	IFA38	852456	IFA38	GENENAME_found	SUCCESS
CNE1	YAL058W	CNE1	CNE1	851241	CNE1	GENENAME_found	SUCCESS
HOM3	YER052C	HOM3	HOM3	856778	HOM3	GENENAME_found	SUCCESS
SLK19	YOR195W	SLK19	SLK19	854370	SLK19	GENENAME_found	SUCCESS
SCD6	YPR129W	SCD6	SCD6	856247	SCD6	GENENAME_found	SUCCESS
MFT1	YML062C	MFT1	MFT1	854940	MFT1	GENENAME_found	SUCCESS
IMH1	YLR309C	IMH1	IMH1	851018	IMH1	GENENAME_found	SUCCESS
CTK3	YML112W	CTK3	CTK3	854928	CTK3	GENENAME_found	SUCCESS
SEC4	YFL005W	SEC4	SEC4	850543	SEC4	GENENAME_found	SUCCESS
ARG8	YOL140W	ARG8	ARG8	854025	ARG8	GENENAME_found	SUCCESS
YDL086W	YDL086W	NA	NA	851472	YDL086W	ORF_unchanged	SUCCESS
CKI1	YLR133W	CKI1	CKI1	850824	CKI1	GENENAME_found	SUCCESS
NUT1	YGL151W	NUT1	NUT1	852726	NUT1	GENENAME_found	SUCCESS
YHR045W	YHR045W	NA	NA	856441	YHR045W	ORF_unchanged	SUCCESS
DIA4	YHR011W	DIA4	DIA4	856402	DIA4	GENENAME_found	SUCCESS
CAB4	YGR277C	CAB4	CAB4	853194	CAB4	GENENAME_found	SUCCESS
RUD3	YOR216C	RUD3	RUD3	854391	RUD3	GENENAME_found	SUCCESS
PRP40	YKL012W	PRP40	PRP40	853857	PRP40	GENENAME_found	SUCCESS
RRP15	YPR143W	RRP15	RRP15	856264	RRP15	GENENAME_found	SUCCESS
RQC2	YPL009C	RQC2	RQC2	856098	RQC2	GENENAME_found	SUCCESS
SRY1	YKL218C	SRY1	SRY1	853662	SRY1	GENENAME_found	SUCCESS
FMS1	YMR020W	FMS1	FMS1	855034	FMS1	GENENAME_found	SUCCESS
YOS9	YDR057W	YOS9	YOS9	851627	YOS9	GENENAME_found	SUCCESS
PPS1	YBR276C	PPS1	PPS1	852579	PPS1	GENENAME_found	SUCCESS
MTF2	YDL044C	MTF2	MTF2	851517	MTF2	GENENAME_found	SUCCESS
MPT5	YGL178W	MPT5	MPT5	852697	MPT5	GENENAME_found	SUCCESS
PET54	YGR222W	PET54	PET54	853137	PET54	GENENAME_found	SUCCESS
BRX1	YOL077C	BRX1	BRX1	854078	BRX1	GENENAME_found	SUCCESS
COX15	YER141W	COX15	COX15	856884	COX15	GENENAME_found	SUCCESS
FMP41	YNL168C	FMP41	FMP41	855553	FMP41	GENENAME_found	SUCCESS
ECM3	YOR092W	ECM3	ECM3	854259	ECM3	GENENAME_found	SUCCESS
VNX1	YNL321W	VNX1	VNX1	855395	VNX1	GENENAME_found	SUCCESS
SRB5	YGR104C	SRB5	SRB5	852996	SRB5	GENENAME_found	SUCCESS
HSK3	YKL138C-A	HSK3	HSK3	853719	HSK3	GENENAME_found	SUCCESS
DAM1	YGR113W	DAM1	DAM1	853010	DAM1	GENENAME_found	SUCCESS
RTT106	YNL206C	RTT106	RTT106	855515	RTT106	GENENAME_found	SUCCESS
ISU1	YPL135W	ISU1	ISU1	855968	ISU1	GENENAME_found	SUCCESS
EMP46	YLR080W	EMP46	EMP46	850769	EMP46	GENENAME_found	SUCCESS
TRM2	YKR056W	TRM2	TRM2	853930	TRM2	GENENAME_found	SUCCESS
ALG12	YNR030W	ALG12	ALG12	855764	ALG12	GENENAME_found	SUCCESS
MXR1	YER042W	MXR1	MXR1	856765	MXR1	GENENAME_found	SUCCESS
SLM4	YBR077C	SLM4	SLM4	852369	SLM4	GENENAME_found	SUCCESS
EXG2	YDR261C	EXG2	EXG2	851848	EXG2	GENENAME_found	SUCCESS
PRP16	YKR086W	PRP16	PRP16	853961	PRP16	GENENAME_found	SUCCESS
VPS24	YKL041W	VPS24	VPS24	853825	VPS24	GENENAME_found	SUCCESS
SAM35	YHR083W	SAM35	SAM35	856483	SAM35	GENENAME_found	SUCCESS
KOG1	YHR186C	KOG1	KOG1	856593	KOG1	GENENAME_found	SUCCESS
MAM33	YIL070C	MAM33	MAM33	854740	MAM33	GENENAME_found	SUCCESS
MRPL44	YMR225C	MRPL44	MRPL44	855265	MRPL44	GENENAME_found	SUCCESS
YLR413W	YLR413W	INA1	INA1	851131	INA1	ORF_to_GENENAME	SUCCESS
MOB2	YFL034C-B	MOB2	MOB2	850508	MOB2	GENENAME_found	SUCCESS
SMT3	YDR510W	SMT3	SMT3	852122	SMT3	GENENAME_found	SUCCESS
COQ3	YOL096C	COQ3	COQ3	854057	COQ3	GENENAME_found	SUCCESS
CPD1	YGR247W	CPD1	CPD1	853162	CPD1	GENENAME_found	SUCCESS
SWI4	YER111C	SWI4	SWI4	856847	SWI4	GENENAME_found	SUCCESS
TMA20	YER007C-A	TMA20	TMA20	856725	TMA20	GENENAME_found	SUCCESS
NUP192	YJL039C	NUP192	NUP192	853410	NUP192	GENENAME_found	SUCCESS
EMP70	YLR083C	EMP70	EMP70	850772	EMP70	GENENAME_found	SUCCESS
YBR137W	YBR137W	NA	NA	852434	YBR137W	ORF_unchanged	SUCCESS
UBX5	YDR330W	UBX5	UBX5	851930	UBX5	GENENAME_found	SUCCESS
YKL063C	YKL063C	NA	NA	853802	YKL063C	ORF_unchanged	SUCCESS
SOL1	YNR034W	SOL1	SOL1	855769	SOL1	GENENAME_found	SUCCESS
MUM2	YBR057C	MUM2	MUM2	852348	MUM2	GENENAME_found	SUCCESS
MRPS35	YGR165W	MRPS35	MRPS35	853075	MRPS35	GENENAME_found	SUCCESS
PIK1	YNL267W	PIK1	PIK1	855454	PIK1	GENENAME_found	SUCCESS
YMR099C	YMR099C	NA	NA	855125	YMR099C	ORF_unchanged	SUCCESS
YAK1	YJL141C	YAK1	YAK1	853300	YAK1	GENENAME_found	SUCCESS
PRS1	YKL181W	PRS1	PRS1	853654	PRS1	GENENAME_found	SUCCESS
RPB9	YGL070C	RPB9	RPB9	852810	RPB9	GENENAME_found	SUCCESS
OCA4	YCR095C	OCA4	OCA4	850457	OCA4	GENENAME_found	SUCCESS
TWF1	YGR080W	TWF1	TWF1	852971	TWF1	GENENAME_found	SUCCESS
HAP3	YBL021C	HAP3	HAP3	852260	HAP3	GENENAME_found	SUCCESS
SRO7	YPR032W	SRO7	SRO7	856144	SRO7	GENENAME_found	SUCCESS
DEF1	YKL054C	DEF1	DEF1	853811	DEF1	GENENAME_found	SUCCESS
MEH1	YKR007W	MEH1	MEH1	853876	MEH1	GENENAME_found	SUCCESS
RSM25	YIL093C	RSM25	RSM25	854715	RSM25	GENENAME_found	SUCCESS
FMP16	YDR070C	FMP16	FMP16	851642	FMP16	GENENAME_found	SUCCESS
NTA1	YJR062C	NTA1	NTA1	853525	NTA1	GENENAME_found	SUCCESS
UBP7	YIL156W	UBP7	UBP7	854650	UBP7	GENENAME_found	SUCCESS
MRP4	YHL004W	MRP4	MRP4	856384	MRP4	GENENAME_found	SUCCESS
HPM1	YIL110W	HPM1	HPM1	854696	HPM1	GENENAME_found	SUCCESS
DPH1	YIL103W	DPH1	DPH1	854703	DPH1	GENENAME_found	SUCCESS
VPS30	YPL120W	VPS30	VPS30	855983	VPS30	GENENAME_found	SUCCESS
CWC25	YNL245C	CWC25	CWC25	855476	CWC25	GENENAME_found	SUCCESS
TUB2	YFL037W	TUB2	TUB2	850506	TUB2	GENENAME_found	SUCCESS
SPT2	YER161C	SPT2	SPT2	856908	SPT2	GENENAME_found	SUCCESS
PKH3	YDR466W	PKH3	PKH3	852077	PKH3	GENENAME_found	SUCCESS
ATG38	YLR211C	ATG38	ATG38	850908	ATG38	GENENAME_found	SUCCESS
TFC4	YGR047C	TFC4	TFC4	852938	TFC4	GENENAME_found	SUCCESS
HSV2	YGR223C	HSV2	HSV2	853138	HSV2	GENENAME_found	SUCCESS
BUD22	YMR014W	BUD22	BUD22	855028	BUD22	GENENAME_found	SUCCESS
YJR142W	YJR142W	NA	NA	853607	YJR142W	ORF_unchanged	SUCCESS
NHP2	YDL208W	NHP2	NHP2	851319	NHP2	GENENAME_found	SUCCESS
RAD51	YER095W	RAD51	RAD51	856831	RAD51	GENENAME_found	SUCCESS
ORC4	YPR162C	ORC4	ORC4	856291	ORC4	GENENAME_found	SUCCESS
BDH2	YAL061W	BDH2	BDH2	851238	BDH2	GENENAME_found	SUCCESS
MRPL23	YOR150W	MRPL23	MRPL23	854321	MRPL23	GENENAME_found	SUCCESS
YPP1	YGR198W	YPP1	YPP1	853112	YPP1	GENENAME_found	SUCCESS
SHE4	YOR035C	SHE4	SHE4	854200	SHE4	GENENAME_found	SUCCESS
CDC1	YDR182W	CDC1	CDC1	851763	CDC1	GENENAME_found	SUCCESS
GRX3	YDR098C	GRX3	GRX3	851672	GRX3	GENENAME_found	SUCCESS
PRP5	YBR237W	PRP5	PRP5	852539	PRP5	GENENAME_found	SUCCESS
YGR111W	YGR111W	NA	NA	853008	YGR111W	ORF_unchanged	SUCCESS
FUB1	YCR076C	FUB1	FUB1	850439	FUB1	GENENAME_found	SUCCESS
RCO1	YMR075W	RCO1	RCO1	855097	RCO1	GENENAME_found	SUCCESS
